id_cliente,Nombre,Apellido,Direccion,Telefono,Tarjeta,Edad,Salario,Genero,id_pais
13885,Mike,Little,2468 Davis Street,8185404531,8.94412E+15,65,100000,M,9
13886,Vaughn,Green,956 Birch Street,8043141670,8.29311E+15,65,80000,M,6
13887,Kellie,Hernandez,4540 Linda Street,2172108320,4.18856E+15,89,80000,F,5
13888,Amy,Marshall,76 Oakridge Farm Lane,3777865351,3.86622E+15,25,40000,F,1
13889,Lola,Jones,4514 Corbin Branch Road,1000596158,5.22934E+15,78,20000,F,7
13890,Bertram,Brown,1167 Timbercrest Road,6972614925,6.84958E+15,70,60000,M,3
13891,Monica,Maxie,973 Green Gate Lane,2815192863,8.93358E+15,45,60000,F,1
13892,Angela,Smith,360 Yorkie Lane,2177605402,2.22838E+15,58,20000,F,9
13893,Robert,Friedman,1232 Crummit Lane,8261099910,5.12091E+15,55,100000,M,3
13894,Kelley,Greene,846 Badger Pond Lane,9740835514,6.5665E+15,59,80000,F,5
13895,Edward,Gallegos,331 Southern Avenue,3232480016,1.28203E+15,69,80000,M,4
13896,Carol,Thompson,1438 Nickel Road,3537692800,3.38958E+15,81,80000,F,4
13897,James,Ebert,114 Berkley Street,6822499226,9.96236E+15,72,40000,M,8
13898,Elmer,Johnson,196 Quincy Street,8449239417,2.59306E+15,59,100000,M,4
13899,Felicia,Bullion,1465 Bassell Avenue,1871742639,3.63546E+15,29,80000,F,9
13900,Rob,Hale,3431 Cerullo Road,8141845775,8.87499E+15,65,60000,M,1
13901,James,Kemper,1153 Hardesty Street,6130124180,2.69227E+15,60,20000,M,1
13902,Pauline,Battle,373 Fincham Road,6313203888,1.90995E+15,27,60000,F,3
13903,Lucile,King,709 Ferguson Street,2295312816,1.25512E+15,50,100000,F,5
13904,Susan,Bone,4550 Post Farm Road,1145446153,6.19776E+15,49,20000,F,3
13905,Kimberly,Hardman,3558 Lakeland Park Drive,4534057186,9.42701E+15,18,100000,F,3
13906,Carolyn,Foss,3916 Norma Lane,6974631116,3.74535E+15,28,60000,F,7
13907,James,Peters,2499 Wilson Street,8266800028,9.276E+15,41,100000,M,1
13908,Artie,Powers,2615 Mandan Road,9384105629,9.80416E+15,79,40000,F,10
13909,Lena,Moore,4619 Stockert Hollow Road,4434065301,6.67093E+15,18,40000,F,8
13910,Patrick,Lewis,833 Patton Lane,1627535316,3.11833E+15,52,40000,M,2
13911,Theresa,Guthrie,3044 Cabell Avenue,4088372858,7.7431E+15,25,100000,F,2
13912,Donna,Madden,2203 Still Pastures Drive,5054428274,9.33791E+15,84,100000,F,8
13913,Barbara,McLaughlin,619 Barnes Street,3099621779,9.59079E+15,84,60000,F,7
13914,Jackie,Vincent,216 Whaley Lane,3059167877,2.57301E+15,64,80000,F,10
13915,Robert,Cox,3736 Stoney Lane,1162319993,8.28426E+15,52,80000,M,6
13916,William,Gilchrist,3445 Hiddenview Drive,7122282066,7.13036E+15,49,80000,M,10
13917,Sarah,Cardoza,3315 Renwick Drive,9885823944,1.16672E+15,63,40000,F,6
13918,Wendi,Benitez,2204 Irving Road,8846363676,2.33159E+15,46,80000,F,3
13919,Elizabeth,Cook,2227 Leo Street,8362336956,9.80072E+15,72,40000,F,7
13920,Mark,Barlow,3241 Virginia Street,5382262218,1.42256E+15,46,20000,M,9
13921,John,Santiago,1583 Big Indian,4840193195,7.42949E+15,81,40000,M,3
13922,Patrick,Wade,1511 Airplane Avenue,4772975465,7.72447E+15,90,20000,M,3
13923,Paul,Nilson,3475 Steve Hunt Road,5253887273,4.69643E+15,54,80000,M,2
13924,Harriet,Davis,2116 John Calvin Drive,1653324743,6.81006E+15,41,20000,F,3
13925,Mildred,Andrade,1378 New York Avenue,7377069853,1.39893E+15,26,60000,F,7
13926,Dina,Roberts,2657 Creekside Lane,2932472565,4.25718E+15,82,60000,F,3
13927,Jerald,Barks,1771 Gambler Lane,4445305752,5.49066E+15,23,20000,M,7
13928,Lindsey,Gonzalez,1648 Big Indian,4229211014,9.70112E+15,26,100000,F,8
13929,William,Collins,2960 School House Road,5471728846,9.87048E+15,84,100000,M,1
13930,Emily,Blake,4251 Martha Ellen Drive,2975857560,2.64104E+15,29,40000,F,9
13931,Marion,Law,1992 Par Drive,1788154290,8.90314E+15,35,40000,F,5
13932,Lucille,McBride,2648 Sharon Lane,9390989200,3.73137E+15,66,20000,F,6
13933,Alvin,Moody,4707 Elk Avenue,8824940374,9.08438E+15,21,20000,M,2
13934,Wanda,Padilla,2894 Chatham Way,8265865777,5.45036E+15,54,100000,F,3
13935,Julio,Schaefer,2408 Granville Lane,2204257440,7.88029E+15,69,60000,F,2
13936,Janet,Lee,310 Elsie Drive,1157877207,9.18008E+15,50,80000,F,1
13937,Marcia,Fish,4294 Pike Street,8775522592,2.65744E+15,83,20000,F,3
13938,Roger,Rubinstein,4661 Maple Court,3422376671,4.18361E+15,50,40000,M,7
13939,George,Roy,491 Boundary Street,4749710801,1.78898E+15,41,60000,M,3
13940,John,Moore,4322 Freshour Circle,6738280059,7.33306E+15,34,20000,M,3
13941,Freda,Phifer,1542 Scenicview Drive,9411382911,9.57335E+15,21,60000,F,4
13942,Richard,Austin,1441 Hanover Street,6716447271,6.47966E+15,29,80000,M,2
13943,Dayna,McCoy,1384 Ashcraft Court,1927459802,4.06125E+15,90,20000,F,4
13944,Willie,Page,3639 Boring Lane,1417826394,5.90524E+15,67,80000,M,5
13945,Donovan,Ries,3051 Seth Street,8558795955,8.19304E+15,61,40000,M,6
13946,James,Howell,1567 Hardesty Street,7702767066,3.14421E+15,57,100000,M,9
13947,Zachary,Ohara,2855 Mount Tabor,3400267315,5.25506E+15,45,80000,M,3
13948,James,Morrell,2982 Hannah Street,2178965538,5.99482E+15,32,60000,M,7
13949,Joshua,Reiter,1439 B Street,4079570162,6.39336E+15,22,100000,M,9
13950,Lynn,Bemis,2813 Fidler Drive,7049876542,7.32115E+15,55,40000,F,4
13951,Maurice,Goudreau,4281 Davis Street,4539092598,8.99943E+15,28,60000,M,4
13952,Robert,Sandy,2307 Webster Street,6899863010,5.64805E+15,23,80000,M,2
13953,Donna,Price,4579 Austin Avenue,3684825354,3.33765E+15,90,20000,F,10
13954,Susan,McCullough,2640 Grim Avenue,1426089634,8.05628E+15,86,40000,F,5
13955,Genevieve,Chandler,4513 Spinnaker Lane,6954852356,4.59799E+15,67,80000,F,1
13956,Terri,Woods,3581 Elk City Road,5487649487,4.78733E+15,31,80000,F,2
13957,Cynthia,Riveria,4643 Boone Street,1764598996,6.6259E+15,40,100000,F,1
13958,Craig,Rice,2613 Owagner Lane,5962823203,8.83176E+15,79,40000,M,10
13959,Blanche,Sanders,4621 Seneca Drive,7129907260,7.47508E+15,24,40000,F,10
13960,Donald,Rucker,1140 College Street,1137801648,1.18486E+15,39,20000,M,4
13961,Hector,Woodruff,266 Goldcliff Circle,9048648483,6.81332E+15,71,100000,M,5
13962,John,Winters,1998 Drainer Avenue,8136678521,4.36643E+15,35,20000,M,6
13963,John,Cusumano,3963 Seltice Way,8553864520,4.24138E+15,50,20000,M,5
13964,Mary,Melendez,3051 Heavner Avenue,6202890692,7.93403E+15,85,60000,F,2
13965,Larry,Watts,3806 White River Way,4626582555,1.04515E+15,58,20000,M,4
13966,Edward,Gregory,2033 Straford Park,6269936211,8.04086E+15,84,40000,M,3
13967,Charlene,Jenkins,4884 Armory Road,4918946732,8.6789E+15,32,100000,F,7
13968,William,Warren,3191 Williams Lane,7832045337,8.31124E+15,69,60000,M,10
13969,Loren,Harris,2659 Ashcraft Court,4155235086,2.68059E+15,65,80000,M,6
13970,Sean,Stafford,3132 Wolf Pen Road,7621037563,3.11444E+15,82,60000,M,7
13971,William,Kamps,2388 Boone Street,5799129839,4.55598E+15,76,20000,M,7
13972,Steven,Hubbard,827 Bailey Drive,9972534799,1.32228E+15,34,20000,M,2
13973,Darcey,Thompson,4395 Oakwood Circle,1923882653,1.21234E+15,21,60000,F,10
13974,Francisco,Lee,4360 Doe Meadow Drive,5627756800,6.48444E+15,30,40000,M,1
13975,Juana,Freeman,2720 Masonic Drive,8179185742,9.21819E+15,37,40000,F,7
13976,John,Jensen,4039 Aaron Smith Drive,2610414972,3.47567E+15,53,100000,M,4
13977,Sebastian,Dempsey,1812 Marion Street,2009003671,3.18077E+15,23,100000,M,4
13978,Angela,Sisson,2247 Wayside Lane,2572851343,6.54503E+15,58,40000,F,3
13979,Michael,Crisp,4708 Happy Hollow Road,5106864597,7.82969E+15,19,40000,M,4
13980,Maria,Messina,2488 Hewes Avenue,7402710217,5.22419E+15,81,60000,F,9
13981,Marcia,Tilman,205 Southern Avenue,3483398934,2.43614E+15,66,20000,F,9
13982,Leonard,Keith,550 Deans Lane,2571011457,4.62502E+15,49,40000,M,10
13983,Joseph,Carlson,2443 Crim Lane,3693974667,7.61366E+15,24,100000,M,4
13984,William,Walter,3700 Locust Court,5754990214,7.56713E+15,62,20000,M,9
13985,Stephen,Lim,2473 Thompson Drive,1509145716,4.18203E+15,56,60000,M,8
13986,Michael,Bollinger,2066 Payne Street,7020247776,9.47012E+15,49,20000,M,5
13987,Angie,Bailey,2931 State Street,2072057942,7.92114E+15,87,60000,F,7
13988,Angel,Meredith,1041 Indiana Avenue,3610762887,9.94318E+15,60,60000,F,2
13989,Arron,Mark,1192 School House Road,5203089226,7.10308E+15,29,80000,M,6
13990,Jack,Emerson,3081 Oak Way,8312751968,1.83209E+15,71,100000,M,1
13991,Christopher,Abram,2696 Camden Street,7533146594,3.90515E+15,35,40000,M,6
13992,Truman,Jones,1821 Pretty View Lane,4337205600,7.85373E+15,21,80000,M,7
13993,Clifford,Jenkins,1145 Jadewood Farms,6111596863,8.15889E+15,49,60000,M,8
13994,Tasia,Sargent,3703 Davis Court,4927923415,1.75518E+15,64,80000,F,8
13995,Mary,Marsh,2854 Granville Lane,8043950494,4.41523E+15,25,40000,F,3
13996,Lawanda,Kroeker,2319 Perry Street,9894424326,9.54271E+15,35,40000,F,7
13997,James,Lipscomb,238 Pin Oak Drive,6416291771,1.04129E+15,45,20000,M,7
13998,Brigitte,Mele,743 Sugar Camp Road,2204004722,8.33407E+15,84,100000,F,1
13999,Kendall,Acree,1572 Straford Park,1948616304,9.03859E+15,81,80000,F,4
14000,Donald,Williams,1365 Capitol Avenue,4538349106,8.54517E+15,55,20000,M,10
14001,Jorge,Byerly,1252 Hillside Drive,6341127964,2.77988E+15,41,80000,M,6
14002,Javier,Simonton,4783 Bruce Street,4678100033,6.27908E+15,43,40000,M,8
14003,Carol,Goodwin,2765 Hartland Avenue,9147702939,2.72903E+15,53,20000,F,4
14004,Leroy,Sherrill,2271 Wetzel Lane,3945656883,2.52549E+15,30,60000,M,2
14005,Nick,Lawson,120 Village View Drive,2220026973,2.90405E+15,63,80000,M,1
14006,Esther,Hardy,1264 Lightning Point Drive,1283050948,7.28711E+15,45,80000,F,6
14007,Ruth,Humphrey,4609 Milford Street,6443385272,4.46175E+15,30,20000,F,5
14008,Loren,Jones,1289 Randolph Street,2697283889,8.1949E+15,89,20000,M,7
14009,Ronald,Bassett,325 Timberbrook Lane,7449184018,6.24608E+15,71,80000,M,4
14010,Lorenzo,Gray,3095 Hood Avenue,6734091743,7.29393E+15,41,100000,M,2
14011,Joshua,Wilson,3477 Lowes Alley,3907044183,3.96055E+15,31,40000,M,1
14012,Constance,Savage,3273 Kessla Way,4633283447,6.15506E+15,87,80000,F,8
14013,Veronica,Degroat,1725 Church Street,7004499098,9.03575E+15,68,20000,F,10
14014,Bobbie,Dry,2719 Farnum Road,6227520801,5.0306E+15,51,60000,F,8
14015,Mandi,Clemons,1341 Henery Street,6449104890,5.43964E+15,83,40000,F,5
14016,Betty,Burton,2180 Preston Street,4911937760,7.84522E+15,26,20000,F,5
14017,Richard,Witcher,2220 Rollins Road,3785089806,5.56673E+15,64,60000,M,8
14018,Adam,Woods,3831 Grove Street,5426234981,5.46361E+15,87,80000,M,4
14019,Henry,Sullivan,2944 Illinois Avenue,2347128535,7.51257E+15,50,40000,M,7
14020,Christian,Ballenger,4961 Union Street,5095866509,5.44904E+15,77,100000,M,3
14021,Beverly,Partridge,1739 Fairfax Drive,6358263244,1.06916E+15,88,60000,F,2
14022,Maria,Smith,4264 Carriage Lane,2497103916,9.94117E+15,60,60000,F,3
14023,Gloria,Gutman,1182 Hawks Nest Lane,6521059006,8.80202E+15,39,100000,F,4
14024,Afton,Barajas,3959 Middleville Road,8445010563,4.36633E+15,33,60000,F,4
14025,Mary,McKinney,3839 Emily Renzelli Boulevard,6803861511,8.23842E+15,42,80000,F,3
14026,Nicholas,Pugh,2512 Alpha Avenue,1145924303,7.51439E+15,53,80000,M,2
14027,Ethan,Fulton,1064 Whiteman Street,6253881698,2.88209E+15,78,80000,M,10
14028,Nora,Richmond,4422 Lynn Ogden Lane,7958909812,2.94211E+15,83,20000,F,3
14029,Steven,Rogers,4133 Commerce Boulevard,6087896420,5.44806E+15,67,20000,M,6
14030,Ashley,Chapman,3727 Melrose Street,4475344372,9.73658E+15,25,20000,F,7
14031,Raymundo,Stockman,245 Brighton Circle Road,3055536648,4.93713E+15,60,40000,M,1
14032,Johnnie,Huber,598 Thorn Street,4072599771,5.5653E+15,80,80000,F,10
14033,Rita,Lewis,2600 Mapleview Drive,5002466538,5.69363E+15,34,80000,F,2
14034,Darren,Rice,330 Woodland Avenue,9018822247,1.87244E+15,72,20000,M,2
14035,Vera,Alexander,998 Duke Lane,2371878447,3.63923E+15,42,40000,F,10
14036,Olga,Smith,4060 Buffalo Creek Road,1383504990,5.19875E+15,67,100000,F,5
14037,Ann,Ison,24 Hudson Street,8486495468,8.10747E+15,61,20000,F,6
14038,Julia,Heck,2460 Bryan Street,5503398685,9.68392E+15,88,80000,F,10
14039,John,Backlund,3565 Webster Street,4088438488,9.80171E+15,68,60000,M,7
14040,Susie,Curry,3683 Wiseman Street,3616114267,2.19991E+15,60,60000,F,7
14041,Katie,Alvarez,2441 Ferrell Street,7280898830,8.66396E+15,45,20000,F,10
14042,Charles,Strauss,3735 Edgewood Avenue,1069359791,2.05682E+15,28,20000,M,7
14043,Michael,Desimone,4574 Norma Avenue,9956788401,9.49934E+15,19,60000,M,7
14044,Helen,Hamilton,2095 Swick Hill Street,2593258595,5.39729E+15,90,80000,F,9
14045,Tanisha,Leavell,3537 Bryan Street,8542174309,4.14589E+15,26,40000,F,1
14046,Roy,Smith,551 New Street,5584390002,2.2176E+15,46,100000,M,9
14047,Bradley,Marlowe,2835 Winifred Way,9270958943,8.0256E+15,63,60000,M,7
14048,Sandra,Johnson,3318 Dovetail Drive,2530599766,6.83622E+15,28,40000,F,1
14049,Mary,Nelson,3176 Short Street,8975742986,2.67967E+15,48,80000,F,5
14050,John,White,2238 Short Street,5817027768,5.42627E+15,38,60000,M,9
14051,Richard,Harward,3529 Abia Martin Drive,6930447133,4.81572E+15,79,100000,M,5
14052,Thomas,Adams,4766 Bastin Drive,6618496531,1.03418E+15,83,20000,M,2
14053,Mike,Wolf,4687 Hickory Lane,1054668981,8.42717E+15,90,100000,M,5
14054,Thelma,Demar,2645 Fort Street,7942148806,2.24323E+15,25,60000,F,7
14055,Kimberly,Kinnard,4677 Marshall Street,2426217981,1.44082E+15,53,100000,F,1
14056,Leticia,Konopka,3261 Nutters Barn Lane,1204324010,9.03514E+15,80,100000,F,2
14057,Giselle,Vang,3355 Brooke Street,1547067449,1.95849E+15,89,80000,F,3
14058,Reynalda,Benjamin,3200 Deercove Drive,7603940551,1.78723E+15,81,20000,F,10
14059,Herbert,Gagnon,4542 Worthington Drive,5651091553,7.2091E+15,74,20000,M,6
14060,Dora,Underwood,3285 Terra Street,7347167070,5.78193E+15,69,60000,F,3
14061,Bertha,Smith,450 Stiles Street,6241400185,8.7912E+15,43,40000,F,8
14062,Ronald,Putney,4748 Modoc Alley,7253818770,1.57543E+15,42,100000,M,8
14063,Daniel,Worthy,3301 Farnum Road,1926119645,2.25993E+15,22,100000,M,3
14064,Christopher,Gunn,2121 Melm Street,9985791433,7.2007E+15,62,20000,M,3
14065,Darius,Becker,3463 Rainy Day Drive,2521384563,5.51618E+15,55,100000,M,8
14066,Robin,Ford,3246 Henry Ford Avenue,4645539470,1.69028E+15,20,60000,F,10
14067,Kimberly,Monson,1035 Forest Drive,9120849467,5.80946E+15,90,60000,F,4
14068,Basilia,Lanier,540 Nuzum Court,4727033252,2.15886E+15,61,20000,F,4
14069,Homer,Williams,4707 Lowndes Hill Park Road,3533216411,1.72919E+15,36,60000,M,4
14070,Donna,Thompson,4620 Camel Back Road,9112476344,1.21356E+15,52,60000,F,7
14071,Mark,Enriquez,4202 Bicetown Road,6858574225,4.0994E+15,74,100000,M,7
14072,Bertha,Morrissey,4713 Frum Street,6245178475,3.24885E+15,34,20000,F,6
14073,Margaret,Locher,1508 Counts Lane,2127318581,2.06469E+15,40,40000,F,9
14074,Katherine,Myers,719 Pringle Drive,2145002716,5.56594E+15,76,100000,F,1
14075,Angela,Depaz,2943 Filbert Street,8808813814,1.31991E+15,79,60000,F,2
14076,Judith,Mansfield,4184 Denver Avenue,9916580923,1.58014E+15,66,100000,F,9
14077,Betty,Woods,920 Windy Ridge Road,9452928518,7.01467E+15,64,20000,F,1
14078,Jennifer,Pack,372 Garrett Street,4013041098,2.74307E+15,43,80000,F,10
14079,Bradley,Coppinger,4189 Tuna Street,6180127660,3.10315E+15,83,20000,M,8
14080,Brandon,Warren,529 Flint Street,1601895221,3.10001E+15,39,20000,M,4
14081,Laura,Hunter,2886 Linda Street,6842261905,3.8696E+15,51,40000,F,1
14082,Kimberly,Curry,4582 Hillside Street,7623180870,6.1317E+15,79,80000,F,5
14083,Barbara,Roy,4498 Orchard Street,7525743919,3.41497E+15,22,100000,F,9
14084,Homer,Taylor,2032 Traction Street,3308606023,2.5265E+15,29,20000,M,4
14085,Lorrie,Boren,3872 Jerry Toth Drive,7642695634,4.81942E+15,59,40000,F,2
14086,Harvey,Pope,2795 Williams Avenue,5695964789,5.12513E+15,68,80000,M,10
14087,Anna,Williams,603 Edington Drive,8366266933,8.91239E+15,67,80000,F,4
14088,Anthony,Slaughter,17 Cunningham Court,9127900111,1.08211E+15,64,40000,M,8
14089,Kyle,Quick,714 Hall Place,4791769113,6.03584E+15,84,100000,M,3
14090,Edward,Barrios,2549 Seneca Drive,4233537689,2.99062E+15,22,80000,M,4
14091,Victor,Lawrence,4696 Raoul Wallenberg Place,2425876368,9.25035E+15,59,80000,M,10
14092,Maurice,Hawkins,4709 Oakwood Avenue,4134472114,5.13784E+15,33,80000,M,2
14093,Bethany,Lucas,398 Ingram Street,6713974928,7.36492E+15,48,40000,F,9
14094,Larry,Blake,3271 Brown Bear Drive,7308952083,6.94917E+15,20,100000,M,1
14095,Marie,Williams,4557 Traders Alley,7184552357,2.50216E+15,20,20000,F,7
14096,Corey,Dinkins,2470 Hardman Road,5632516728,5.61823E+15,60,80000,M,3
14097,Timothy,Hunt,3055 Bungalow Road,6052225161,4.46137E+15,90,80000,M,10
14098,Patricia,Anderson,3824 Heavner Court,9198366146,5.55565E+15,26,80000,F,9
14099,Jacob,Evans,4478 Coal Road,1015711206,1.71446E+15,72,100000,M,1
14100,Jamie,Corder,4973 Walnut Hill Drive,4450461574,9.14682E+15,71,40000,F,7
14101,Nancy,Williams,4449 Bartlett Avenue,6958187243,3.14965E+15,64,80000,F,3
14102,John,Clausen,3922 Haymond Rocks Road,8877973228,3.80524E+15,20,80000,M,6
14103,Ashley,Morrison,1778 Austin Secret Lane,7380151280,6.59065E+15,36,100000,F,7
14104,Harry,Ruggieri,3757 Sand Fork Road,8382768997,9.76603E+15,86,100000,M,1
14105,Staci,Netzer,4861 Christie Way,4752919222,8.41807E+15,67,40000,F,10
14106,Lucy,Wilson,3372 Burwell Heights Road,3161833363,4.46784E+15,66,60000,F,7
14107,Deborah,Kelly,4271 Hickory Heights Drive,3003484413,7.94845E+15,32,20000,F,8
14108,Iola,Rush,449 Seneca Drive,9415715525,8.06552E+15,85,40000,F,10
14109,Lynn,Pennington,3384 Lost Creek Road,5646287486,7.0972E+15,90,20000,F,3
14110,Nina,Melville,679 Wiseman Street,3026231256,6.56704E+15,68,100000,F,8
14111,Ruth,Luke,1555 Felosa Drive,2383764924,3.98242E+15,42,60000,F,4
14112,Lillian,Marroquin,632 Frederick Street,3090143343,6.17728E+15,90,40000,F,7
14113,William,Straight,2860 Midway Road,4033135672,5.14538E+15,67,60000,M,9
14114,Brian,Cannella,3853 Coplin Avenue,7731438945,1.75355E+15,61,40000,M,5
14115,Darrell,McClain,179 Stadium Drive,7090288459,9.63304E+15,31,40000,M,10
14116,Matthew,Dunham,4288 Kelley Road,4127943521,1.10038E+15,38,20000,M,6
14117,Kristen,Roberts,1388 Mudlick Road,3810785967,1.01417E+15,30,60000,F,4
14118,Antonia,Thomas,2328 Oak Avenue,5962707382,7.64E+15,41,60000,F,7
14119,Gloria,Shinn,495 Jenna Lane,6587566391,1.24561E+15,60,20000,F,4
14120,Bonny,Goines,982 Coffman Alley,5800626676,3.45718E+15,52,80000,F,10
14121,Sandra,Lopez,4571 Private Lane,4716067548,6.47072E+15,45,100000,F,2
14122,Maureen,Kuykendall,2600 Angus Road,2352602525,8.26426E+15,72,40000,F,2
14123,James,Fischer,3385 Mahlon Street,9801145910,3.76378E+15,57,60000,F,5
14124,April,Carmody,2081 Barnes Avenue,4653771001,8.78472E+15,39,40000,F,1
14125,Arlene,Lovette,3672 Short Street,3189549596,8.57696E+15,28,60000,F,3
14126,Reginald,Ely,1082 Pennsylvania Avenue,5160767002,3.33442E+15,75,80000,M,2
14127,Helga,Sanchez,4063 Morningview Lane,3711582501,5.22497E+15,34,100000,F,8
14128,Francis,McCray,3836 Allison Avenue,7794186857,1.43245E+15,90,80000,M,3
14129,Larry,Pesina,2932 Rosewood Court,5487386555,1.05887E+15,75,60000,M,8
14130,Evelyn,Ludwig,4953 Poplar Lane,8246910660,5.68367E+15,24,80000,F,3
14131,Benjamin,Knudson,1571 Clarence Court,1569503348,5.1069E+15,26,20000,M,2
14132,Marie,Chen,1863 Don Jackson Lane,6821494726,4.53574E+15,54,20000,F,2
14133,Donald,Klatt,1626 Single Street,9281177723,7.31041E+15,71,60000,M,4
14134,Eddie,Payne,725 Michigan Avenue,6749672582,1.54083E+15,61,20000,M,8
14135,Katherine,Johnson,1596 Daffodil Lane,5579101315,9.02857E+15,83,20000,F,3
14136,Henry,Lackey,3760 Wescam Court,7874245746,5.79276E+15,56,80000,M,1
14137,William,Garcia,2138 Elsie Drive,3261459981,8.62809E+15,53,60000,M,4
14138,Mark,Wood,2611 Stoneybrook Road,1321486726,4.85949E+15,85,60000,M,3
14139,Charles,Price,1408 West Virginia Avenue,9533919140,7.98248E+15,33,40000,M,10
14140,Matthew,Calhoun,4161 Pinewood Drive,5776971859,3.74444E+15,69,40000,M,2
14141,Joaquin,Davis,3305 Fairway Drive,4592037249,8.77348E+15,31,40000,M,3
14142,Alice,Hill,231 Aaron Smith Drive,2655315377,8.63584E+15,23,80000,F,1
14143,Raven,Harrison,2681 Rainbow Drive,1956967974,2.24649E+15,82,40000,F,6
14144,Alan,Bennett,4517 Timber Oak Drive,1022285607,5.27415E+15,72,100000,M,3
14145,Ada,Putman,1473 Raoul Wallenberg Place,3596208131,1.7824E+15,88,20000,F,6
14146,Glenn,Jennings,4564 Stoney Lane,4394713289,9.08571E+15,90,100000,M,9
14147,Paul,Labrador,2779 Abner Road,9256457433,2.3906E+15,20,60000,M,5
14148,Robert,Searle,1593 Wright Court,9053743611,7.48507E+15,35,40000,M,7
14149,Beatrice,Campbell,678 Daylene Drive,8308234650,4.90087E+15,78,40000,F,9
14150,Roy,Dinsmore,902 Cottonwood Lane,9198285273,8.56307E+15,30,100000,M,4
14151,Peter,Wills,4553 White Oak Drive,5900445620,9.9911E+15,86,100000,M,9
14152,Josette,Ramirez,378 Red Maple Drive,3705568918,1.03727E+15,88,20000,F,7
14153,Troy,Miller,3598 West Fork Street,7013533239,9.80518E+15,27,20000,M,7
14154,Eric,Davis,3089 Barnes Avenue,7136640350,7.59107E+15,83,40000,M,1
14155,Arthur,Campbell,753 Shadowmar Drive,1238195838,3.7518E+15,57,40000,M,6
14156,Dwight,Hollis,48 Sycamore Circle,2690592654,4.6784E+15,72,100000,M,6
14157,Anne,Lagarde,4300 Stratford Park,8072023562,5.47902E+15,44,60000,F,6
14158,Ray,Robertson,715 Tibbs Avenue,6015688998,7.81997E+15,38,80000,M,9
14159,Juanita,Huseby,4374 Jewell Road,2975796917,7.09112E+15,42,80000,F,7
14160,Evelyn,Littlejohn,3591 Jadewood Drive,7131940693,9.84743E+15,73,60000,F,10
14161,Ian,Austin,3404 Kyle Street,8917994188,9.19088E+15,41,20000,M,4
14162,Antoine,Degarmo,1506 Melody Lane,2010267725,4.60907E+15,51,60000,M,9
14163,Dierdre,Deleon,1810 Werninger Street,7335639258,9.20017E+15,42,80000,F,6
14164,Johnny,Seabolt,1650 Broadway Street,2540400926,4.21653E+15,27,20000,M,3
14165,Jeffrey,Young,3724 Hummingbird Way,2446501902,3.76027E+15,40,60000,M,5
14166,Jeff,Gleason,3324 Sugarfoot Lane,6643884830,5.41561E+15,83,60000,M,9
14167,Cathy,Bolger,3779 County Line Road,9689628037,3.14016E+15,71,40000,F,9
14168,Jeffrey,Lee,4606 Emily Renzelli Boulevard,5796957556,1.61672E+15,40,80000,M,8
14169,Elizabet,Nguyen,955 Powder House Road,9886031090,4.19504E+15,22,40000,F,2
14170,Betty,Yates,351 Tipple Road,3325661918,5.98477E+15,77,20000,F,6
14171,Donna,Garzon,1899 Hampton Meadows,7663086499,2.44605E+15,40,80000,F,1
14172,James,Sayers,2887 Glenview Drive,7004449598,1.98E+15,72,80000,M,10
14173,Tom,Perry,2903 Bloomfield Way,6125958240,4.11868E+15,19,100000,M,4
14174,John,Charles,778 Kelley Road,3373265525,8.73598E+15,70,60000,M,4
14175,Michell,Otto,1574 Archwood Avenue,9878768469,9.49872E+15,48,100000,F,3
14176,Hazel,Stevenson,543 Zappia Drive,5203458223,9.1049E+15,81,100000,F,3
14177,Patricia,Cook,1646 Saint James Drive,5716779028,7.32052E+15,65,40000,F,6
14178,Catherine,Blackwell,2978 Bobcat Drive,9096084883,5.08796E+15,77,20000,F,8
14179,William,Dent,1773 Tully Street,3516980099,1.26807E+15,31,100000,M,10
14180,Bonnie,Johnson,1260 Elm Drive,1176649967,4.36715E+15,35,40000,F,7
14181,Peter,Wisniewski,3204 Langtown Road,2953461081,9.30989E+15,27,80000,M,10
14182,Janet,Steele,1725 Randolph Street,4445647977,7.46467E+15,47,100000,F,6
14183,Christina,Monahan,4977 Geneva Street,8655397162,6.0214E+15,50,20000,F,5
14184,Daniel,Greer,210 Primrose Lane,8722318156,9.95837E+15,30,20000,M,6
14185,Caroline,Martin,3083 Poling Farm Road,2997759875,9.31888E+15,18,100000,F,2
14186,Rosemary,Paine,2624 Sarah Drive,4683022159,2.81741E+15,20,20000,F,8
14187,Jerry,Adams,4064 Wilson Street,6537604544,9.09277E+15,88,40000,M,3
14188,Ruby,Friedland,4585 Lincoln Street,5093279560,6.43968E+15,86,20000,F,6
14189,Ricky,Smith,1628 Bridge Street,6564249726,2.82852E+15,40,40000,M,1
14190,Judith,Barrios,427 Wyatt Street,9646577555,2.63213E+15,54,40000,F,6
14191,Karla,Taylor,4970 West Fork Street,4503987435,3.15016E+15,51,80000,F,3
14192,Patricia,Reilly,3528 Barnes Street,6449265852,2.97809E+15,19,60000,F,6
14193,Peter,Mackie,926 Parkway Drive,3975803588,4.25184E+15,82,40000,M,3
14194,Christine,Townsend,3412 Hickory Street,6912595058,6.47672E+15,88,20000,F,6
